Post,Hate,,
שרה נתניה רפואה שלמה והחלמה מהירה,0,,
"לאזרחים שמסוגלים לשפוך כל כך הרבה שנאה דרך המקלדת על ראש ממשלה מכהן ובני ביתו, לא בטוח שמגיע ראש ממשלה אחר.וגם מעניין, שכל מי שהכי מתלהם ומקורי בשנאתו- בטח הייתי חושבת שממש רע לו לחיות כאן. אבל אז נכנסים לפרופיל-כולם אחד אחת ""מנהלים ב..."" ראשת מחקלת של"" ...שפע תמונות מטיולי יוקרה ומסעדות (לצד קריאות ה""לך"" וכו'), חלקם הגדול בכלל לא גרים בארץ. למדו בכפר הירוק ובסמינר הקיבוצים (ספויילר-לא בחינם מלמדים שם).ובטח לא נוסעים בתחבורה ציבורית, אלא שיש פה ושם איזה ג'יפון או מרצדס מבצבצים ברקע בתמונות.אחזור על עצמי: אזרחים שמרשים לעצמם להגיב ככה בשנאה כלפי אישה (גם אם לא אוהבים אותה) שעוברת ניתוח, לא ראויים לאנגלה מרקל או סאנה מרין בהנהגת מדינתם.",0,,
החלמה מהירה,0,,
המון בריאות לשרה❤,0,,
איזה חמודים❤️רפואה שלמה לשרה המקסימה,0,,
בריאות איתנה והחלמה מהירה,0,,
איזה זוג מדהים רפואה שלמה לשרה,0,,
חלאות,0,,
בריאות רפואה שלמה והחלמה מהירה..,0,,
לכו שניכם מחיינו.,0,,
רפואה שלמה אמן,0,,
החלמה מהירה לגברת אשת ראש הממשלה 🌺,0,,
ביבי האמיץ מלך והוא המנצח ביבי המלך חזק ואמץ בורא עולם איתך 🌺,0,,
איזה חיבוק איזה אהבה  ❤️,0,,
לא התרגשתי ככה מאז שהיא חזרה מהשיננית,0,,
בריאות אמן,0,,
רפואה שלמה. 🙏,0,,
המון בריאות,0,,
הרבה בריאות והחלמה מהירה לשרה 🙏💙,0,,
רק בריאות 😊,0,,
"גדול המנהיגים שההיסטוריה המודרנית ידעה.אני לא מצביע נתניהו, עם זאת הוא קוסם.כבר 11 שנה נבחרת בצורה דמוקרטית, מתאים או לא - זו עובדה.צריך לתלות את המפתחות, ולפרוש עם ראש למעלה.עשה את שלו זה בטוח.",0,,
הוי מסכנה באמת בבית חולים שוכבים אנשים חולים בקורונה מי שואל עליהם .כמה צביעות .,0,,
"‏טל קופר‏ (‏‎Tal Kuperstein‎‏) זוג מקסים!!!!! 💙💙💙💙שרה המתוקה שלנו, שבורא עולם יברך אותך בבריאות ואריכות ימים,את הולכת ונהיית צעירה ומדהימה יותר מיום ליום,כנל לגבי המשפחה ה-ה-ו-ר-ס-ת שאתם!!! שה' יישמור על כולנו מקנאים ומסיתים ושונאי חינם וייתן לכם ברכה בבחירות ושתהיה לכם שבת מבורכת וקסומה לכם ולכל בית ישראל !!!! 🌝🕯🕯🕎🕎🕎",0,,
החלמה מהירה לשרה ❤,0,,
רפואה שלמה .,0,,
החלמה מהירה.ובריאות איתנה.אמן,0,,
רפואה שלמה 🙏,0,,
רק בריאות אנשים יקרים♥️,0,,
רק בריאות,0,,
תמסרו לעמית שכבר אין עלייה עין Taliya Atia Azulay Liron Cohen,0,,
בריאות,0,,
החלמה מהירה,0,,
ואולי הוא לא הזמין אותה לפגישה בדובאי....,0,,
החלמה מהירה,0,,
רפואה שלמה 😍,0,,
מקווה שהיא שמרה שמפניה לימים קשים. משפחה מדמנה.,0,,
שתהיה בריאה ותעוף מחיינו!,0,,
איכס.מקווה שהסבא פחות ישיר ממני,1,,
טיפשה על מלא,1,,
משה את פדופיל ומושחת ושקרן וחלאת אדם תואכל את הלב ימגעיל,1,,
לא מספיק לך המצב שבו נקלעתה אתה עוד פותח הגורה שלך כך תמשיך לפול מטה מטה,0,,
לך לכלא יזבלון,1,,
איש מביש ודוחה,1,,
לבחור רק ביבי,0,,
רק בשמאל האלילים שלהם הם פדופילים אנסים מסוכנים העידוד מערכות החוק רואים מה כבר הם עושים דורשים שקיפות ועונש כבד ולא לא משנה מה השיוך שלו,1,,
סוטי מיןאלו השמאלנים המכוערים,1,,
זו הסיבה וכל כלב בג'י יומו,1,,
למה הוא לא בכלא?!,0,,
למה אין תגובה של רבקה מיכאלי הקולגה שלו במשך שנים ?,0,,
איש חולה,1,,
יש בורי לעולם,0,,
זבל,1,,
רשעים בחושך יידומו לכלא,0,,
ככה יעשה לאיש שבית המשפט לא חפץ ביקרו.,0,,
איש דוחה!,1,,
אין לך זכות להכפיש את ביבי תתביש לך,0,,
לכלא לך לך לך,0,,
לךךךךךךךךךךךךךךךך יחד עם הפדופיל ושאר החלאות.זה מה שקורה כש השינאה אוכלת חלאות כמוכם,1,,
זבלה,1,,
חבל ... שחקן מעולה אדם כניראה לא משהוא...,0,,
זבל תתכונן לכלא,1,,
סוף סוף האמת יצאה לאור.👍👍,0,,
מנוול במילה אחת,1,,
השתמשו בסמרטוט הזה לבסוף נזרק לפח אשפה,1,,
להקיא אותך מהחברהסוטה,1,,
עבריין מין,1,,
היום שלך יגיע ימניק מסריח,1,,
יבגי פושע באמת בבית משפט,0,,
יסמרטוט איבגי מיתחת לאף אכלת אותה.משחק אותה המיסכן ולא ביקש סליחה.בכלא תעבור טיפול ❌,0,,
הקם להרגךהשקם להורגו,1,,
צריך להכניס אותו למפלגה של סער שם הוא ישב טוב,0,,
אז מה ? ישר לכלבוש יה פלצן,0,,
"זה סופו של כל בלון, חרמן",1,,
בכלא תקבל טיפול .שם יודעים לטפל בסמרטוטים כמוך,1,,
"להקשיב לאיבגי, כמו להקשיב לחלאה.",1,,
ילה ישרמוטה לכלה השם היתברך יכה בכם עד זובדם אמן,1,,
בן אדם דוחה !!!,1,,
טינופת,0,,
"גועל נפש , ישר לכלא",1,,
חולה מין הזבל המושחת הזה טפו,1,,
חף מפשע,1,,
כל קלאב יזי יומו,1,,
להירקב בכלא חולה נפש 😡,1,,
פדופיל לכלא תשכב עם מחבלים,1,,
זה רק מוכיח שיש בית משפט כמו שבגין אמר . וביבי יקבל משפט הוגן,0,,
מקומך בכלא,0,,
זבל,1,,
רועה זונות,1,,
אלה הם פניו של האיש הנאור בעייני עצמו ובעייני השמאל,0,,
זה הנאור הכבוי הסמולני אתה שוכח מה עשו לכם בגלל שאתם ספרדים .אז תיראה מה קרא לך אם היתה רואה מה שעשית אצל אשכנזי לא היתה במצב כזה,0,,
יעני סמולן אבל איבגי יותר משמעותי במשפט,0,,
מגיע לך זבל,1,,
כול הכבוד צריך לזמבר אותם,1,,
חאלס עם הסרטונים האלה תפסיקו להכפיש את השוטרים...חוץ מזה שמותר להם הכל 😅😅😅,0,,
חחחח,0,,
מנייאק,1,,
סמדר דוקרקר,0,,
מאיר קקוב להם מותר הכל,0,,
כל הכבוד אחלה גבר להם מותר הכל קבוצה של פושעים עם תעודה,1,,
שוטרים רוצחים שופטים מושלתים ממשלה של גנבים ועם של גזענים אחלה מדינה פחחחחחח,1,,
משטרת ישראל לא רק לדבר בטלפון מותר להם הכל גם לרצוח אנשים גועל נפש כמו היטלר,0,,
הוא גם לא נתן לבן אדם במעבר חציה לעבור שימו לב 😪,0,,
המאפיה הכי גדולה בארץ,0,,
כמה ריקבון משטרת ישראל🤮 מי שמייצג את החוק עובר עליו.,0,,
"משטרה שיכורה מכח,הם אפילו לא מתרגשים כי הם יודעים שמישהו יסדר את זה",0,,
בדיחה,0,,
אמיר מזרעאוי,0,,
חברים חייבים כולם להתאחד ליפתוח קבוצה ורק לצוד אותם כי מה שהם עושים לאנשים זה פשוט מסחטת כספים בחסות המדינה במיוחד בכביש 20,0,,
כל הכבוד למישצילם,0,,
להם מגיע הכל,0,,
"תתביישו לכל משטרת ישראל איזה גועל נפש ,גדול למישתפס אין כל אזרחי ישראלים ככה תתפוס את כל השוטרים",1,,
חוצפן,1,,
Or Gabay אכלת אותה אחי חחח,0,,
אמא שלא זונה בת זונה שוטר שרמוטה,1,,
אני רוצה להיות שוטר כדי שלא יהיה עלי עונש.המכונית המהירה ביותרהקלד הודעותלשתות את הקפהכל זה בתוך המכונית.רעיון יפה,0,,
איזה אמבוש,0,,
פשוט לא יאמן לא יאמן לא יאמןןןןןן,0,,
מגיע לא שלילה חצי שנה לפחות וקנס כספי 10000 שקל,0,,
אליאור מלאוי,0,,
אחמד נסיראת,0,,
פתאום מותר שאתה לא בתנועה?!?!? חחחחחחחחחח מדינה של מטומטמים אין לי כבר מה להגיד!!!! שוטר כזה בארה״ב לא יקרה בחיים!!!!!! בושה!!!,1,,
חושבים שהוא קיבל עונש ?!? חחחחחח הצחקתם אותו,0,,
בושה!!!!!,1,,
תותחחחחחח יתותחחח,0,,
צריך לתת לו דוח שילמד,0,,
כל הכבוד,0,,
שמואל כהן המנאייק,1,,
השוטרים של היום מעל החוק,0,,
כל המשטרה בלי מזונות,1,,
Israel Police - משטרת ישראל נו מה אתם אומרים ימניק,1,,
התפקיד שלהם זה רק לזייין אותנו בלי סוף שום שרות רק לדפוק את האזרח בדוחות,1,,
שישלם כנס כמו גדול,0,,
כוס אמא שלהם,1,,
בלע את הלשון חחחח,0,,
משטרת זונות,1,,
ולתפארת מדינת ישראל🇮🇱😜,0,,
ראשית אני לא רואה לרכב בתנועה שנית אני רואה חמור שחושב שיודע תחוק,0,,
זה כל כך מעצבן לראות דבר כזה,0,,
חביב לוי,0,,
אני קיבלתי דוח על פון כשלא נסעתי כלשוטרת הפון על הירך באמצע שימוש,0,,
כל הכבוד,0,,
קובי אלדד חחחחחחחחחח,0,,
חלום שלי Asi Palas,0,,
שוטר זין,1,,
משטרה זבל יש לנו,1,,
משטרת בני זונות,1,,
תמשיכו לרדוף אותם,0,,
פח אשפה,1,,
"בטוח הבנאדם קבל דו'ח ו""הוא חם על המשטרה בגדול הוא צודק",0,,
על הכיעור מוותרים לו,0,,
טןב מאוד הם חושבים שהם מעל לחוק כל הכבוד,0,,
‼️ערסים🐒 על מדים בעלי 12 שנות לימוד 😂 🤣 ‼️,1,,
‼️רמת אימון הציבור במשטרה שואף לאפס‼️,0,,
קורס טכנאי אייפון - ש.פון הדרכות 1,0,,
שרמוטה,1,,
שוטרים מותר להם הכל הם החוק תבינו את זה חברים,0,,
שרואות לא עושים גם כך כלום,0,,
"בסעיף המשפטי של דוח נייד רשום ""בעת שהרכב היה בתנועה"" הרכב של השוטר לא היה בתנועה ולכן הסרטון הזה מושלך לפינת הספאם",0,,
יאיר לפיד לך תקשיב מה אומר עליך גדעון לוי משמאל,0,,
בוגד וגייס חמישי שמוכן לפגוע בראש הממשלה במחיר פגיעה במדינה ובתושביה,1,,
שקרן,1,,
ימפגר,1,,
